SCP, SCP_REFERENCE_N, N_OF_OCCUR
5285, 5285, 4
5286, 5286, 28
5287, 5287, 6
5288, 5288, 15
5289, 5289, 9
5290, 5290, 16
5291, 5291, 15
5292, 5292, 10
5293, 5293, 28
5294, 5294, 7
5295, 5295, 5
5296, 5296, 41
5297, 5297, 9
5298, 5298, 14
5299, 5299, 17
5300, 5300, 2
5301, 5301, 16
5302, 5302, 19
5303, 5303, 23
5304, 5304, 23
5305, 5305, 7
5306, 5306, 18
5307, 5307, 18
5307, 4768, 3
5308, 5308, 4
5309, 5309, 12
5309, 231, 1
5310, 5310, 10
5311, 5311, 7
5312, 5312, 15
5313, 5313, 10
5314, 5314, 25
5314, 5936, 3
5315, 5315, 18
5315, 1000, 4
5316, 5316, 16
5317, 5317, 21
5317, 217, 1
5317, 1, 1
5318, 5318, 18
5319, 5319, 9
5320, 5320, 12
5321, 5321, 16
5322, 5322, 9
5323, 5323, 10
5324, 5324, 5
5325, 5325, 12
5326, 5326, 9
5326, 5236, 9
5327, 5327, 19
5328, 5328, 1
5329, 5329, 12
5330, 5330, 12
5331, 5331, 8
5332, 5332, 6
5333, 5333, 15
5334, 5334, 15
5335, 5335, 16
5336, 5336, 8
5337, 5337, 9
5338, 5338, 19
5339, 5339, 36
5340, 5340, 10
5341, 5341, 51
5342, 5342, 8
5343, 5343, 22
5344, 5344, 8
5345, 5345, 17
5346, 5346, 16
5347, 5347, 3
5348, 5348, 11
5349, 5349, 7
5350, 5350, 21
5351, 5351, 59
5352, 5352, 8
5353, 5353, 23
5353, 5375, 1
5353, 5877, 1
5354, 5354, 21
5355, 5355, 20
5357, 5357, 27
5358, 5358, 3
5358, 173, 1
5358, 6780, 1
5358, 5843, 1
5358, 2689, 1
5359, 5359, 19
5360, 5360, 17
5361, 5361, 4
5362, 5362, 18
5363, 5363, 23
5364, 5364, 5
5365, 5365, 10
5366, 5366, 15
5367, 5367, 9
5368, 5368, 21
5369, 5369, 7
5369, 963, 2
5370, 5370, 17
5371, 5371, 11
5372, 5372, 25
5373, 5373, 28
5373, 1000, 2
5374, 5374, 26
5375, 5375, 21
5375, 5877, 1
5375, 5353, 11
5376, 5376, 44
5377, 5377, 20
5378, 5378, 3
5379, 5379, 22
5380, 5380, 15
5381, 5381, 18
5382, 5382, 9
5382, 382, 1
5383, 5383, 11
5384, 5384, 27
5385, 5385, 2
5386, 5386, 5
5387, 5387, 14
5388, 5388, 27
5389, 5389, 18
5390, 5390, 8
5391, 5391, 16
5392, 5392, 27
5392, 738, 1
5393, 5393, 9
5393, 5383, 1
5394, 5394, 11
5395, 5395, 13
5396, 5396, 11
5396, 9015, 1
5397, 5397, 13
5398, 5398, 27
5399, 5399, 11
5400, 5400, 8
5400, 2000, 1
5401, 5401, 7
5402, 5402, 35
5402, 96, 2
5403, 5403, 23
5404, 5404, 2
5405, 5405, 32
5406, 5406, 25
5407, 5407, 28
5408, 5408, 18
5409, 5409, 11
5410, 5410, 31
5411, 5411, 33
5412, 5412, 17
5413, 5413, 21
5414, 5414, 11
5415, 5415, 12
5416, 5416, 25
5417, 5417, 10
5418, 5418, 10
5419, 5419, 36
5419, 5149, 1
5420, 5420, 17
5421, 5421, 13
5422, 5422, 27
5422, 48, 2
5423, 5423, 7
5424, 5424, 16
5425, 5425, 10
5426, 5426, 17
5427, 5427, 8
5428, 5428, 17
5428, 6803, 1
5428, 6808, 1
5429, 5429, 10
5430, 5430, 8
5431, 5431, 16
5432, 5432, 9
5433, 5433, 20
5434, 5434, 12
5435, 5435, 32
5436, 5436, 36
5437, 5437, 13
5437, 5391, 1
5438, 5438, 28
5439, 5439, 4
5440, 5440, 17
5441, 5441, 12
5442, 5442, 5
5443, 5443, 15
5444, 5444, 2
5445, 5445, 11
5446, 5446, 7
5446, 3932, 2
5447, 5447, 7
5448, 5448, 4
5449, 5449, 38
5450, 5450, 13
5451, 5451, 6
5451, 54511, 1
5452, 5452, 44
5452, 5094, 1
5453, 5453, 17
5454, 5454, 10
5455, 5455, 10
5456, 5456, 18
5457, 5457, 28
5457, 82, 1
5458, 5458, 12
5459, 5459, 6
5460, 5460, 16
5461, 5461, 8
5462, 5462, 2
5463, 5463, 9
5464, 5464, 27
5465, 5465, 13
5466, 5466, 23
5467, 5467, 29
5468, 5468, 16
5469, 5469, 23
5470, 5470, 17
5471, 5471, 7
5472, 5472, 7
5473, 5473, 8
5474, 5474, 13
5475, 5475, 24
5476, 5476, 8
5477, 5477, 30
5478, 5478, 22
5479, 5479, 16
5480, 5480, 2
5481, 5481, 11
5482, 5482, 13
5483, 5483, 6
5484, 5484, 22
5485, 5485, 15
5486, 5486, 11
5487, 5487, 26
5487, 914, 1
5488, 5488, 2
5489, 1974, 1
5489, 5489, 26
5490, 5490, 22
5491, 5491, 10
5492, 5492, 30
5492, 739, 4
5493, 5493, 9
5494, 5494, 45
5495, 5495, 20
5496, 5496, 50
5496, 5520, 3
5497, 5497, 21
5498, 5498, 12
5499, 5499, 10
5500, 5500, 4
5501, 5501, 12
5502, 5502, 10
5502, 3125, 1
5503, 5503, 7
5504, 5504, 60
5505, 5505, 18
5506, 5506, 27
5507, 5507, 34
5507, 2719, 1
5508, 5508, 15
5508, 5408, 1
5509, 5509, 31
5510, 5510, 7
5511, 5511, 6
5512, 5512, 4
5512, 4612, 1
5513, 5513, 35
5514, 5514, 110
5514, 37, 4
5514, 2406, 2
5514, 5391, 4
5515, 5515, 15
5516, 5516, 57
5517, 5517, 15
5518, 5518, 16
5519, 5519, 8
5520, 5520, 23
5520, 520, 1
5521, 5521, 15
5522, 5522, 10
5522, 5, 1
5523, 5523, 14
5524, 5524, 17
5525, 5525, 24
5526, 5526, 22
5527, 5527, 18
5528, 5528, 17
5529, 5529, 22
5530, 5530, 24
5531, 5531, 12
5532, 5532, 6
5533, 5533, 18
5534, 5534, 17
5535, 5535, 11
5536, 5536, 24
5537, 5537, 10
5538, 5538, 7
5539, 5539, 15
5540, 5540, 12
5541, 5541, 25
5541, 2003, 3
5541, 1, 11
5541, 2317, 8
5542, 5542, 4
5543, 5543, 14
5544, 5544, 9
5544, 1759, 1
5545, 5545, 14
5546, 5546, 14
5547, 5547, 6
5548, 5548, 15
5549, 5549, 9
5549, 2207, 1
5549, 682, 2
5549, 427, 3
5549, 610, 3
5549, 222, 1
5549, 8, 1
5549, 212, 2
5549, 217, 1
5549, 494, 2
5550, 5550, 26
5551, 5551, 15
5552, 5552, 5
5552, 2003, 1
5552, 3450, 1
5553, 5553, 12
5554, 5554, 18
5555, 5555, 31
5556, 5556, 17
5557, 5557, 22
5558, 5558, 1
5559, 5559, 16
5560, 5560, 20
5561, 5561, 8
5562, 5562, 13
5563, 5563, 21
5564, 5564, 11
5565, 5565, 20
5566, 5566, 22
5567, 5567, 28
5568, 5568, 20
5569, 5569, 4
5570, 5570, 9
5571, 5571, 13
5572, 5572, 8
5573, 5573, 5
5574, 5574, 34
5575, 5575, 4
5576, 5576, 29
5577, 5577, 22
5578, 5578, 37
5579, 5579, 22
5580, 5580, 18
5581, 5581, 10
5582, 5582, 32
5583, 5583, 78
5584, 5584, 16
5585, 5585, 21
5586, 5586, 32
5587, 5587, 16
5588, 5588, 16
5589, 5589, 7
5590, 5590, 77
5591, 5591, 11
5592, 5592, 6
5593, 5593, 7
5594, 5594, 11
5595, 5595, 32
5596, 5596, 12
5597, 5597, 7
5598, 5598, 5
5598, 1981, 3
5599, 5599, 11
5600, 5600, 13
5601, 5601, 29
5602, 5602, 8
5603, 5603, 30
5604, 5604, 14
5605, 5605, 11
5606, 5606, 14
5607, 5607, 16
5608, 5608, 7
5609, 5609, 16
5610, 5610, 10
5611, 5611, 13
5612, 5612, 2
5612, 4612, 1
5613, 5613, 12
5614, 5614, 13
5615, 5615, 12
5616, 5616, 22
5616, 5056, 1
5617, 5617, 30
5618, 5618, 5
5619, 5619, 3
5620, 5620, 18
5621, 5621, 32
5622, 5622, 8
5623, 5623, 8
5624, 5624, 19
5625, 5625, 11
5626, 5626, 11
5627, 5627, 4
5628, 5628, 10
5629, 5629, 44
5630, 5630, 9
5631, 5631, 10
5632, 5632, 15
5633, 5633, 38
5634, 5634, 22
5635, 5635, 11
5636, 5636, 28
5637, 5637, 21
5637, 2935, 1
5638, 5638, 2
5639, 5639, 18
5640, 5640, 14
5641, 5641, 17
5642, 5642, 3
5643, 5643, 2
5644, 5644, 47
5645, 5645, 9
5646, 5646, 5
5647, 5647, 2
5648, 5648, 39
5649, 5649, 20
5649, 56449, 1
5650, 5650, 8
5651, 5651, 20
5652, 5652, 8
5653, 5653, 8
5654, 5654, 15
5655, 5655, 7
5656, 5656, 11
5657, 5657, 17
5658, 5658, 14
5659, 5659, 30
5660, 5660, 20
5661, 5661, 12
5662, 5662, 8
5663, 5663, 10
5664, 5664, 9
5665, 5665, 12
5666, 5666, 33
5667, 5667, 5
5668, 5668, 10
5669, 5669, 12
5670, 5670, 25
5671, 5671, 25
5671, 71, 1
5672, 5672, 5
5673, 5673, 19
5675, 5675, 16
5676, 5676, 18
5677, 5677, 5
5678, 5678, 7
5679, 5679, 37
5680, 5680, 19
5681, 5681, 12
5682, 5682, 49
5683, 5683, 29
5684, 5684, 8
5685, 5685, 28
5686, 5686, 35
5687, 5687, 15
5687, 5917, 1
5688, 5688, 23
5689, 5689, 11
5690, 5690, 2
5691, 5691, 8
5692, 5692, 38
5693, 5693, 15
5693, 5, 1
5694, 5694, 18
5695, 5695, 22
5696, 5696, 10
5697, 5697, 22
5698, 5698, 16
5699, 5699, 13
5700, 1422, 2
5700, 5700, 25
5701, 5701, 23
5702, 5702, 10
5703, 5703, 11
5704, 5704, 18
5705, 5705, 20
5706, 5706, 2
5707, 5707, 31
5708, 5708, 26
5709, 5709, 5
5710, 5710, 8
5711, 5711, 11
5712, 5712, 30
5713, 5713, 18
5714, 5714, 9
5715, 5715, 39
5716, 5716, 19
5716, 6703, 1
5716, 73, 2
5717, 5717, 9
5718, 5718, 12
5719, 5719, 12
5720, 5720, 15
5721, 5721, 6
5722, 5722, 8
5723, 5723, 4
5724, 5724, 15
5725, 5725, 14
5726, 5726, 49
5727, 5727, 3
5728, 5728, 4
5729, 5729, 9
5729, 5056, 1
5730, 5730, 21
5731, 5731, 17
5731, 2845, 1
5731, 96, 2
5732, 5732, 15
5733, 5733, 13
5734, 5734, 16
5735, 5735, 14
5736, 5736, 12
5737, 5737, 35
5738, 5738, 5
5738, 343, 1
5739, 5739, 18
5740, 5740, 15
5741, 5741, 30
5742, 5742, 29
5742, 19854, 2
5742, 6112, 3
5742, 7072, 1
5743, 5743, 15
5744, 5744, 10
5745, 5745, 8
5746, 5746, 8
5747, 5747, 31
5748, 5748, 19
5748, 6111, 5
5749, 5749, 24
5750, 5750, 13
5751, 5751, 19
5752, 5752, 61
5752, 835, 1
5752, 4807, 1
5752, 5034, 1
5752, 513, 2
5752, 2747, 1
5753, 5753, 3
5754, 5754, 9
5755, 5755, 12
5756, 5756, 7
5757, 5757, 7
5758, 5758, 11
5759, 5759, 12
5760, 5760, 16
5761, 5761, 25
5761, 5167, 31
5762, 5762, 26
5763, 4923, 1
5763, 5763, 8
5764, 5764, 2
5765, 5765, 41
5766, 5766, 33
5767, 5767, 36
5767, 5657, 1
5768, 5768, 12
5769, 5769, 48
5770, 5770, 8
5771, 5771, 26
5772, 5772, 10
5772, 10001, 3
5773, 5773, 13
5774, 5774, 13
5775, 5775, 19
5775, 507, 2
5776, 5776, 32
5777, 5777, 28
5778, 5778, 40
5779, 5779, 37
5780, 5780, 13
5781, 5781, 5
5783, 5783, 26
5784, 5784, 42
5785, 5785, 35
5786, 5786, 19
5787, 5787, 8
5788, 5788, 10
5790, 5790, 8
5791, 5791, 7
5792, 5792, 35
5793, 5793, 14
5794, 5794, 19
5795, 5795, 5
5796, 5796, 43
5797, 5797, 30
5798, 5798, 13
5799, 5799, 15
5800, 5800, 14
5801, 5801, 9
5802, 5802, 46
5802, 217, 2
5802, 3396, 1
5803, 5803, 22
5804, 5804, 2
5805, 5805, 8
5806, 5806, 12
5807, 5807, 40
5808, 5808, 15
5809, 5809, 11
5810, 5810, 12
5811, 5811, 16
5812, 5812, 13
5813, 5813, 2
5814, 5814, 27
5815, 5815, 14
5816, 5816, 22
5817, 5817, 13
5818, 5818, 17
5819, 5819, 12
5820, 5820, 15
5821, 5821, 11
5822, 5822, 22
5823, 5823, 16
5824, 5824, 28
5825, 5825, 4
5826, 5826, 14
5827, 5827, 22
5828, 5828, 7
5829, 5829, 21
5829, 5991, 1
5830, 5830, 38
5830, 294, 2
5830, 3035, 2
5830, 323, 2
5830, 3967, 1
5830, 1281, 2
5830, 2362, 1
5830, 172, 3
5830, 1974, 2
5830, 1341, 1
5830, 4964, 2
5830, 73, 3
5831, 5831, 11
5832, 5832, 5
5833, 5833, 8
5834, 5834, 25
5835, 5835, 20
5836, 5836, 9
5837, 5837, 9
5838, 5838, 4
5839, 5839, 5
5839, 5978, 2
5840, 5840, 8
5841, 5841, 45
5841, 5241, 1
5842, 5842, 19
5843, 5843, 22
5844, 5844, 9
5845, 5845, 13
5846, 5846, 8
5847, 5847, 11
5848, 5848, 17
5849, 5849, 11
5850, 5850, 36
5851, 5851, 11
5852, 5852, 12
5853, 5853, 24
5854, 5854, 11
5855, 5855, 26
5856, 5856, 7
5857, 5857, 17
5857, 5843, 1
5857, 5623, 1
5858, 5858, 14
5859, 5859, 12
5860, 5860, 53
5861, 5861, 10
5862, 5862, 18
5864, 5864, 39
5865, 5865, 11
5866, 5866, 15
5867, 5867, 17
5868, 5868, 18
5869, 5869, 22
5870, 5870, 12
5871, 5871, 17
5871, 48, 1
5872, 5872, 9
5873, 5873, 26
5874, 5874, 32
5875, 5875, 36
5876, 5876, 20
5877, 5877, 50
5877, 5375, 1
5877, 5353, 3
5878, 5878, 34
5879, 5879, 5
5880, 5880, 13
5880, 2559, 2
5881, 5881, 30
5882, 5882, 10
5883, 5883, 14
5883, 999, 1
5883, 682, 4
5884, 5884, 6
5885, 5885, 8
5886, 5886, 8
5887, 5887, 8
5887, 4485, 11
5888, 5888, 27
5889, 5889, 21
5890, 5890, 14
5891, 5891, 22
5892, 5892, 15
5893, 5893, 29
5894, 5894, 8
5895, 5895, 15
5896, 5896, 17
5897, 5897, 20
5898, 5898, 2
5899, 5899, 18
5900, 5900, 9
5901, 5901, 23
5902, 5902, 29
5903, 5903, 30
5904, 5904, 13
5905, 5905, 10
5906, 5906, 11
5907, 5907, 15
5908, 5908, 12
5909, 5909, 28
5910, 5910, 15
5911, 5911, 26
5912, 5912, 21
5913, 5913, 5
5914, 5914, 20
5915, 5915, 5
5916, 5916, 19
5917, 5917, 4
5918, 5918, 26
5918, 5980, 1
5920, 5920, 9
5921, 5921, 3
5922, 5922, 26
5923, 5923, 22
5924, 5924, 10
5925, 5925, 26
5926, 5926, 18
5926, 3312, 1
5927, 5927, 114
5928, 5928, 8
5929, 5929, 11
5930, 5930, 15
5931, 5931, 24
5932, 5932, 29
5933, 5933, 14
5934, 5934, 10
5935, 5935, 16
5935, 184, 1
5936, 5936, 51
5937, 5937, 8
5938, 5938, 30
5939, 5939, 17
5940, 5940, 12
5941, 5941, 16
5942, 5942, 10
5943, 5943, 27
5944, 5944, 46
5945, 5945, 12
5946, 5946, 25
5947, 5947, 7
5948, 5948, 7
5949, 5949, 11
5950, 5950, 2
5951, 5951, 18
5952, 5952, 24
5953, 5953, 11
5953, 3932, 1
5954, 5954, 18
5955, 5955, 32
5956, 5956, 12
5957, 5957, 5
5958, 5958, 42
5959, 5959, 44
5960, 5960, 11
5961, 5961, 18
5962, 5962, 14
5963, 5963, 7
5964, 5964, 14
5965, 5965, 20
5966, 5966, 32
5967, 5967, 32
5968, 5968, 18
5968, 5258, 2
5969, 5969, 15
5970, 5970, 8
5971, 5971, 8
5972, 5972, 8
5973, 5973, 8
5974, 5974, 12
5974, 17, 1
5974, 682, 1
5975, 5975, 22
5976, 5976, 10
5977, 5977, 8
5978, 5978, 20
5979, 5979, 14
5980, 5980, 21
5981, 5981, 31
5982, 5982, 5
5983, 5983, 9
5984, 5984, 27
5985, 5985, 16
5986, 5986, 12
5987, 5987, 2
5988, 5988, 6
5989, 5989, 12
5990, 5990, 16
5991, 5991, 7
5992, 5992, 22
5993, 5993, 23
5993, 5, 1
5994, 5994, 21
5995, 5995, 7
5996, 5996, 72
5997, 5997, 66
5998, 5998, 11
5999, 5999, 2
6000, 2, 1
6001, 6001, 4
6001, 6000, 2
6002, 6002, 88
6002, 682, 1
6002, 106, 1
6002, 1007, 1
6002, 500, 1
6003, 6003, 34
6004, 6004, 55
6005, 6005, 27
6005, 6000, 1
6006, 6006, 4
6007, 6007, 22
6008, 6008, 8
6008, 2000, 2
6009, 6009, 55
6009, 3966, 1
6010, 6010, 23
6011, 6011, 42
6012, 6012, 4
6013, 6000, 1
6013, 6013, 24
6014, 6014, 49
6015, 6015, 24
6015, 6000, 1
6016, 6016, 24
6016, 1000, 3
6017, 6017, 2
6018, 6018, 13
6019, 6019, 47
6019, 231, 1
6020, 6020, 48
6021, 6021, 9
6022, 6022, 20
6023, 6023, 10
6024, 6024, 18
6025, 6025, 28
6025, 914, 1
6025, 2680, 1
6026, 6027, 1
6026, 6026, 58
6027, 6027, 20
6028, 6028, 16
6029, 6029, 110
6029, 170, 1
6030, 6030, 35
6030, 2000, 1
6031, 6031, 9
6032, 6032, 20
6032, 5969, 2
6032, 5696, 2
6033, 6033, 20
6034, 6034, 3
6035, 6035, 13
6036, 6036, 18
6036, 6970, 1
6037, 6037, 25
6038, 6038, 2
6039, 6039, 35
6039, 6780, 1
6039, 5843, 1
6039, 2689, 1
6039, 173, 1
6040, 6040, 16
6041, 6041, 43
6042, 6042, 25
6043, 6043, 14
6044, 6044, 21
6044, 5776, 1
6044, 5745, 1
6044, 5767, 1
6045, 6045, 17
6046, 6046, 12
6047, 6047, 18
6048, 6048, 102
6049, 6049, 22
6050, 6050, 15
6051, 6051, 38
6052, 6052, 21
6053, 6053, 30
6054, 6054, 8
6055, 6055, 36
6055, 5776, 1
6055, 5745, 1
6055, 5767, 1
6056, 6056, 13
6056, 5243, 1
6057, 6057, 18
6058, 6058, 16
6059, 6059, 43
6060, 6060, 21
6061, 6061, 4
6062, 6062, 48
6063, 6063, 24
6064, 6064, 61
6065, 6065, 23
6065, 4182, 2
6066, 6066, 20
6067, 6067, 9
6068, 6068, 10
6069, 6069, 6
6070, 6070, 49
6071, 6071, 5
6072, 6072, 26
6073, 6073, 128
6073, 3199, 3
6074, 6074, 20
6075, 6075, 15
6076, 6076, 45
6077, 6077, 8
6078, 6078, 25
6079, 6079, 14
6079, 79, 3
6080, 6080, 37
6080, 2835, 1
6080, 4228, 1
6080, 993, 1
6081, 6081, 15
6082, 6082, 10
6083, 6083, 41
6084, 6084, 9
6085, 6085, 20
6086, 6086, 83
6087, 6087, 5
6088, 6088, 9
6089, 6089, 7
6090, 6090, 2
6091, 6091, 24
6092, 6092, 26
6093, 6093, 14
6094, 6094, 27
6095, 6095, 7
6096, 6096, 48
6097, 6097, 24
6098, 6098, 24
6099, 6099, 16
6100, 6100, 12
6101, 6101, 11
6102, 6, 8
6102, 2, 1
6102, 6102, 1
6103, 6103, 63
6104, 6104, 19
6105, 6105, 24
6106, 6106, 32
6107, 6107, 9
6108, 6108, 10
6109, 6109, 1
6110, 6110, 12
6111, 6111, 30
6112, 6112, 18
6113, 6113, 10
6114, 6114, 6
6115, 6115, 13
6116, 6116, 16
6117, 6117, 13
6118, 6118, 102
6119, 6119, 47
6120, 6120, 7
6120, 5292, 2
6121, 6121, 14
6122, 6122, 27
6123, 6123, 14
6124, 6124, 8
6125, 6125, 5
6126, 6126, 128
6127, 6127, 4
6128, 6128, 4
6128, 9, 1
6129, 6129, 52
6129, 610, 1
6129, 1162, 1
6130, 6130, 10
6131, 6131, 20
6132, 6132, 16
6133, 6133, 5
6134, 6134, 7
6135, 6135, 2
6136, 6136, 54
6137, 6137, 6
6140, 6140, 7
6140, 140, 9
6141, 6141, 54
6143, 6143, 26
6144, 6144, 10
6145, 6145, 10
6146, 6146, 51
6147, 6147, 21
6148, 6148, 25
6149, 6149, 12
6150, 6150, 6
6151, 5291, 1
6151, 6151, 9
6152, 6152, 27
6154, 6154, 7
6155, 6155, 14
6155, 3, 1
6156, 6156, 13
6156, 5056, 1
6157, 6157, 24
6158, 6158, 10
6159, 6159, 21
6160, 6160, 44
6161, 5057, 1
6161, 6161, 14
6162, 6162, 3
6163, 6163, 50
6164, 6164, 33
6165, 6165, 6
6166, 6166, 15
6166, 2000, 2
6166, 999, 2
6166, 682, 3
6167, 6167, 31
6168, 6168, 30
6169, 6169, 27
6170, 6170, 29
6170, 239, 2
6170, 963, 3
6170, 447, 4
6170, 5441, 4
6170, 1845, 2
6170, 4999, 3
6170, 682, 4
6171, 6171, 6
6172, 6172, 16
6172, 6500, 3
6173, 6173, 77
6174, 6174, 147
6175, 6175, 23
6176, 6176, 43
6177, 6177, 32
6179, 6179, 7
6179, 4003, 1
6180, 6180, 9
6181, 6181, 15
6182, 500, 4
6182, 6182, 40
6185, 6185, 10
6186, 6186, 18
6186, 6985, 1
6186, 5576, 1
6186, 6644, 1
6186, 6698, 1
6186, 6766, 1
6186, 6229, 1
6186, 6989, 1
6186, 6501, 1
6186, 6447, 1
6186, 6047, 1
6187, 6187, 17
6188, 6188, 23
6190, 6190, 9
6191, 6191, 7
6192, 6192, 17
6193, 6193, 23
6195, 6195, 8
6196, 6196, 6
6197, 6197, 12
6198, 6198, 22
6198, 5659, 1
6199, 6199, 37
6199, 173, 1
6199, 2689, 1
6199, 5843, 1
6199, 6780, 1
6199, 1, 3
6200, 6200, 17
6200, 6000, 1
6201, 6201, 17
6202, 6202, 18
6203, 6203, 14
6204, 6204, 10
6205, 6205, 12
6206, 6206, 29
6206, 2206, 22
6207, 6207, 5
6208, 6208, 10
6209, 6209, 23
6210, 6210, 24
6211, 6211, 7
6212, 6212, 7
6213, 6213, 15
6214, 6214, 39
6215, 6215, 8
6216, 6216, 24
6217, 6217, 36
6217, 2000, 1
6220, 6220, 7
6221, 6221, 10
6222, 6222, 13
6223, 6223, 13
6224, 6224, 15
6225, 6225, 6
6226, 6226, 9
6227, 6227, 7
6228, 6228, 9
6229, 6229, 9
6229, 1, 1
6230, 6230, 19
6231, 6231, 52
6232, 6232, 32
6233, 6233, 16
6234, 6234, 17
6236, 6236, 31
6236, 5, 14
6237, 6237, 11
6239, 6239, 14
6240, 6240, 44
6241, 6241, 10
6242, 6242, 15
6243, 6243, 13
6244, 6244, 25
6245, 6245, 18
6247, 6247, 11
6250, 6250, 16
6251, 6251, 7
6252, 6252, 25
6254, 6504, 1
6254, 6254, 13
6255, 6255, 14
6257, 6257, 12
6260, 6260, 16
6261, 6261, 6
6262, 6262, 26
6263, 6263, 4
6266, 6266, 16
6269, 6269, 46
6270, 6270, 4
6271, 6271, 13
6272, 6272, 14
6273, 6273, 8
6274, 6274, 8
6275, 6275, 23
6276, 6276, 9
6277, 6277, 8
6277, 507, 6
6278, 6278, 18
6279, 6279, 7
6280, 6280, 24
6280, 6808, 1
6280, 5428, 1
6280, 6803, 1
6281, 6281, 57
6281, 4011, 2
6283, 6283, 52
6284, 6284, 25
6288, 6288, 91
6290, 6290, 13
6291, 6291, 32
6292, 6292, 14
6295, 6295, 16
6297, 6297, 18
6298, 6298, 30
6299, 6299, 50
6300, 6300, 24
6301, 6301, 10
6302, 6302, 11
6303, 6303, 81
6304, 6304, 20
6305, 6305, 6
6306, 6306, 17
6306, 2689, 1
6306, 173, 1
6306, 5843, 1
6306, 6780, 1
6307, 6307, 31
6308, 6308, 11
6309, 6309, 18
6310, 6310, 11
6311, 6311, 10
6312, 6312, 13
6313, 6313, 26
6313, 2343, 1
6314, 6314, 22
6314, 131, 1
6315, 6315, 17
6316, 6316, 10
6318, 6318, 46
6320, 6320, 11
6321, 6321, 40
6322, 6322, 17
6323, 6323, 19
6324, 6324, 37
6325, 6325, 26
6326, 6326, 25
6327, 6327, 11
6328, 6328, 19
6330, 6330, 7
6330, 6055, 1
6330, 6044, 1
6330, 5776, 1
6330, 5745, 1
6330, 5767, 1
6331, 6331, 24
6332, 6332, 45
6333, 6333, 12
6334, 6334, 17
6335, 6335, 13
6336, 6336, 10
6337, 6337, 24
6338, 6338, 43
6339, 6339, 32
6340, 6340, 5
6343, 6343, 15
6344, 6344, 38
6345, 6345, 112
6349, 6349, 7
6350, 6350, 9
6350, 6305, 1
6354, 6354, 17
6355, 6355, 40
6357, 6357, 64
6358, 5140, 1
6358, 6358, 11
6360, 6360, 50
6360, 2191, 1
6363, 6363, 16
6364, 6364, 9
6366, 6773, 51
6366, 6366, 2
6368, 6368, 36
6369, 6369, 24
6370, 6370, 12
6371, 6371, 9
6372, 6372, 31
6372, 6161, 1
6372, 63, 3
6372, 297, 3
6372, 3794, 2
6373, 6373, 32
6374, 6374, 47
6375, 6375, 12
6379, 6379, 21
6380, 6380, 2
6381, 6381, 9
6382, 6382, 10
6386, 6386, 11
6388, 6388, 20
6390, 6390, 11
6391, 6391, 51
6394, 6394, 21
6395, 6395, 12
6398, 6398, 50
6399, 6399, 36
6399, 32743, 1
6399, 17607, 1
6399, 34463, 1
6399, 1, 1
6400, 6400, 11
6401, 6401, 20
6402, 6402, 5
6403, 6403, 25
6404, 6404, 9
6405, 6405, 31
6405, 515, 5
6406, 6406, 48
6407, 6407, 39
6408, 6408, 5
6409, 6409, 23
6410, 6410, 20
6411, 6411, 17
6412, 6412, 21
6413, 6413, 1
6414, 6414, 39
6415, 6415, 17
6416, 6416, 17
6420, 6420, 3
6421, 6421, 9
6422, 6422, 52
6422, 4058, 1
6424, 6424, 13
6427, 6427, 10
6430, 6430, 14
6431, 6431, 8
6432, 6432, 12
6436, 6436, 50
6439, 6439, 9
6440, 6440, 18
6441, 6441, 11
6442, 6442, 15
6443, 6443, 73
6444, 6444, 18
6446, 6446, 28
6447, 6447, 19
6448, 6448, 33
6449, 6449, 15
6450, 6450, 41
6450, 6540, 1
6451, 6451, 53
6451, 6556, 1
6451, 7000, 1
6452, 6452, 6
6453, 6453, 56
6454, 6454, 22
6460, 6460, 40
6460, 64601, 1
6462, 6462, 17
6463, 6463, 8
6464, 6464, 19
6468, 6468, 20
6469, 6469, 10
6470, 6470, 6
6474, 6474, 3
6477, 6477, 14
6479, 6479, 14
6482, 6482, 8
6483, 6483, 57
6483, 6843, 1
6484, 6484, 16
6485, 6485, 9
6488, 6488, 58
6489, 6489, 16
6494, 6494, 38
6497, 6497, 26
6498, 6498, 26
6499, 6499, 16
6500, 6500, 2
6501, 6501, 25
6502, 6502, 9
6503, 6503, 60
6505, 6505, 15
6505, 939, 1
6505, 173, 1
6510, 6510, 24
6511, 6511, 14
6512, 6512, 12
6515, 6515, 18
6519, 6519, 9
6520, 6520, 21
6520, 63736, 1
6523, 6523, 15
6523, 786, 2
6523, 871, 4
6524, 6524, 51
6525, 6525, 26
6526, 6526, 7
6528, 6528, 16
6528, 6000, 1
6529, 6529, 16
6530, 6530, 19
6531, 6531, 5
6535, 6535, 2
6537, 6537, 10
6540, 6540, 15
6542, 6542, 31
6543, 6543, 10
6545, 6545, 7
6545, 173, 1
6545, 6780, 1
6545, 5843, 1
6545, 2689, 1
6549, 6549, 51
6549, 79, 6
6550, 6550, 22
6550, 2000, 1
6553, 6553, 8
6554, 6554, 8
6555, 6555, 11
6556, 6556, 9
6560, 6560, 16
6561, 6561, 13
6565, 6565, 43
6566, 6566, 30
6567, 6567, 35
6570, 6570, 54
6571, 6571, 29
6572, 6572, 25
6574, 6574, 20
6575, 6575, 27
6575, 6576, 1
6579, 6579, 23
6580, 6580, 36
